IOS4quWunuS+iw== |||  个实例 |||  instances
QHBhcmFtIGFubm90YXRpb25EYXRhIEpTT07moLzlvI/nmoTmoIfms6jmlbDmja4= ||| @param annotationData JSON格式的标注数据 ||| @param annotationData annotation data in JSON format
QHBhcmFtIGFubm90YXRpb25EYXRhIOagh+azqOaVsOaNru+8iEpTT07moLzlvI/vvIk= ||| @param annotationData 标注数据（JSON格式） ||| @param annotationData annotation data (JSON format)
QHBhcmFtIGFubm90YXRpb25JZCAgIOagh+azqElE ||| @param annotationId   标注ID ||| @param annotationId   annotation ID
QHBhcmFtIGFubm90YXRpb25JZCDmoIfms6hJRA== ||| @param annotationId 标注ID ||| @param annotationId annotation ID
QHBhcmFtIGFubm90YXRpb25JZCDmoIfms6jpobnnm65JRA== ||| @param annotationId 标注项目ID ||| @param annotationId annotation project ID
QHBhcmFtIGFubm90YXRpb25JbWFnZXMg5Zu+54mH5L+h5oGv5YiX6KGo ||| @param annotationImages 图片信息列表 ||| @param annotationImages image information list
QHBhcmFtIGFubm90YXRpb25OYW1lIOagh+azqOWQjeensA== ||| @param annotationName 标注名称 ||| @param annotationName annotation name
QHBhcmFtIGFubm90YXRpb25OYW1lIOagh+azqOWQjeensO+8iOaooeeziuafpeivou+8iQ== ||| @param annotationName 标注名称（模糊查询） ||| @param annotationName annotation name (fuzzy query)
QHBhcmFtIGFubm90YXRpb25TdGF0dXMg5paw5qCH5rOo54q25oCB ||| @param annotationStatus 新标注状态 ||| @param annotationStatus new annotation status
QHBhcmFtIGFubm90YXRpb25TdGF0dXMg5qCH5rOo54q25oCB ||| @param annotationStatus 标注状态 ||| @param annotationStatus annotation status
QHBhcmFtIGFubm90YXRpb25UeXBlIOagh+azqOexu+Weiw== ||| @param annotationType 标注类型 ||| @param annotationType annotation type
QHBhcmFtIGFubm90YXRpb25zIOagh+azqOWunuS+i+WIl+ihqA== ||| @param annotations 标注实例列表 ||| @param annotations annotation instances list
QHBhcmFtIGFwaVNjb3BlSWRzICDmjqXlj6PmnYPpmZBpZOmbhuWQiA== ||| @param apiScopeIds  接口权限id集合 ||| @param apiScopeIds  API permission ID set
QHBhcmFtIGJsYWRlUmVkaXMgUmVkaXPnvJPlrZg= ||| @param bladeRedis Redis缓存 ||| @param bladeRedis Redis cache
QHBhcmFtIGJ1Y2tldE5hbWUg5a2Y5YKo5qG25ZCN56ew ||| @param bucketName 存储桶名称 ||| @param bucketName bucket name
QHBhcmFtIGNhY2hlS2V5ICAgICAg57yT5a2Ya2V5 ||| @param cacheKey      缓存key ||| @param cacheKey      cache key
QHBhcmFtIGNhY2hlS2V5VmFsdWUg57yT5a2Ya2V55YC8 ||| @param cacheKeyValue 缓存key值 ||| @param cacheKeyValue cache key value
QHBhcmFtIGNhdGVnb3J5IOeul+azleWIhuexuw== ||| @param category 算法分类 ||| @param category algorithm category
QHBhcmFtIGNhdGVnb3J5IOeul+azleexu+Weiw== ||| @param category 算法类型 ||| @param category algorithm type
QHBhcmFtIGNhdGVnb3J5VHlwZSDliIbnsbvnsbvlnosob3duLeiHquaciSwgcHVibGljLeWFrOWFsSk= ||| @param categoryType 分类类型(own-自有, public-公共) ||| @param categoryType category type (own-owned, public-public)
QHBhcmFtIGNhdGVnb3J5VHlwZSDmoIfnrb7lpKfnsbs= ||| @param categoryType 标签大类 ||| @param categoryType label major category
QHBhcmFtIGNhdGVnb3J5VHlwZSDmoIfnrb7nsbvlnovvvIhvd24vcHVibGlj77yJ ||| @param categoryType 标签类型（own/public） ||| @param categoryType label type (own/public)
QHBhcmFtIGNsaWVudElkICAgICDlrqLmiLfnq69pZA== ||| @param clientId     客户端id ||| @param clientId     client ID
QHBhcmFtIGNsaWVudElkIOWuouaIt+err2lk ||| @param clientId 客户端id ||| @param clientId client ID
QHBhcmFtIGNsaWVudFNlY3JldCDlrqLmiLfnq6/lr4bpkqU= ||| @param clientSecret 客户端密钥 ||| @param clientSecret client secret
QHBhcmFtIGNvZGUgICAg5a2X5YW457yW5Y+3 ||| @param code    字典编号 ||| @param code    dict code
QHBhcmFtIGNvZGUg5a2X5YW457yW5Y+3 ||| @param code 字典编号 ||| @param code dict code
QHBhcmFtIGNvZGUg54q25oCB56CB ||| @param code 状态码 ||| @param code status code
QHBhcmFtIGNvbG9yIOagh+etvuminOiJsg== ||| @param color 标签颜色 ||| @param color label color
QHBhcmFtIGNvbW1hbmQgUFRa5ZG95Luk ||| @param command PTZ命令 ||| @param command PTZ command
QHBhcmFtIGNvbmZpZyDphY3nva7lj4LmlbA= ||| @param config 配置参数 ||| @param config configuration parameters
QHBhcmFtIGNvbnRhaW5lcklkIOWuueWZqElE ||| @param containerId 容器ID ||| @param containerId container ID
QHBhcmFtIGNvdW50IOS9v+eUqOasoeaVsA== ||| @param count 使用次数 ||| @param count usage count
QHBhcmFtIGNwdVVzYWdlIENQVeS9v+eUqOeOhw== ||| @param cpuUsage CPU使用率 ||| @param cpuUsage CPU usage
QHBhcmFtIGNyZWF0ZURUTyDliJvlu7rlj4LmlbA= ||| @param createDTO 创建参数 ||| @param createDTO creation parameters
QHBhcmFtIGNyZWF0ZWRCeSDliJvlu7rkuro= ||| @param createdBy 创建人 ||| @param createdBy creator
QHBhcmFtIGNyZWF0ZWRCeSDliJvlu7rkurpJRA== ||| @param createdBy 创建人ID ||| @param createdBy creator ID
QHBhcmFtIGNyZWF0ZWRUaW1lQmVnaW4g5Yib5bu65pe26Ze06IyD5Zu05byA5aeL ||| @param createdTimeBegin 创建时间范围开始 ||| @param createdTimeBegin creation time range start
QHBhcmFtIGNyZWF0ZWRUaW1lRW5kIOWIm+W7uuaXtumXtOiMg+WbtOe7k+adnw== ||| @param createdTimeEnd 创建时间范围结束 ||| @param createdTimeEnd creation time range end
QHBhcmFtIGRhdGFQYXRoIOaVsOaNrui3r+W+hA== ||| @param dataPath 数据路径 ||| @param dataPath data path
QHBhcmFtIGRhdGFTY29wZUlkcyDmlbDmja7mnYPpmZBpZOmbhuWQiA== ||| @param dataScopeIds 数据权限id集合 ||| @param dataScopeIds data scope ID set
QHBhcmFtIGRhdGFzZXRJZCDmlbDmja7pm4ZJRA== ||| @param datasetId 数据集ID ||| @param datasetId dataset ID
QHBhcmFtIGRhdGFzZXRQYXRoIOaVsOaNrumbhui3r+W+hA== ||| @param datasetPath 数据集路径 ||| @param datasetPath dataset path
QHBhcmFtIGRlcGxveVN0YXR1cyDmlrDpg6jnvbLnirbmgIE= ||| @param deployStatus 新部署状态 ||| @param deployStatus new deployment status
QHBhcmFtIGRlcGxveVN0YXR1cyDpg6jnvbLnirbmgIE= ||| @param deployStatus 部署状态 ||| @param deployStatus deployment status
QHBhcmFtIGRlc2NyaXB0aW9uIOagh+etvuaPj+i/sA== ||| @param description 标签描述 ||| @param description label description
QHBhcmFtIGRlc3RCdWNrZXROYW1lIOebruagh+WtmOWCqOahtuWQjeensA== ||| @param destBucketName 目标存储桶名称 ||| @param destBucketName destination bucket name
QHBhcmFtIGRlc3RGaWxlTmFtZSAgIOebruagh+WtmOWCqOahtuWvueixoeWQjeensA== ||| @param destFileName   目标存储桶对象名称 ||| @param destFileName   destination object name
QHBhcmFtIGRldmljZUlkIOiuvuWkh0lE ||| @param deviceId 设备ID ||| @param deviceId device ID
QHBhcmFtIGRldmljZUlkIOiuvuWkh+e8luWPtw== ||| @param deviceId 设备编号 ||| @param deviceId device code
QHBhcmFtIGRldmljZUlkcyDorr7lpIdJROWIl+ihqA== ||| @param deviceIds 设备ID列表 ||| @param deviceIds device ID list
QHBhcmFtIGRldmljZUlkcyDorr7lpIdJROWIl+ihqO+8jOS4uuepuuaXtuWvvOWHuuaJgOacieiuvuWkhw== ||| @param deviceIds 设备ID列表，为空时导出所有设备 ||| @param deviceIds device ID list; if empty, export all devices
QHBhcmFtIGRldmljZUluZm8g6K6+5aSH5L+h5oGv ||| @param deviceInfo 设备信息 ||| @param deviceInfo device information
QHBhcmFtIGRldmljZUxpc3Qg6K6+5aSH5YiX6KGo ||| @param deviceList 设备列表 ||| @param deviceList device list
QHBhcmFtIGRldmljZU5hbWUg6K6+5aSH5ZCN56ew5oiW6K6+5aSHSUQ= ||| @param deviceName 设备名称或设备ID ||| @param deviceName device name or device ID
QHBhcmFtIGRldmljZVRhZ01hcCDorr7lpIdJRCAtPiDmoIfnrb5JROWIl+ihqOeahOaYoOWwhA== ||| @param deviceTagMap 设备ID -> 标签ID列表的映射 ||| @param deviceTagMap mapping of device ID -> label ID list
QHBhcmFtIGRldmljZVR5cGUg6K6+5aSH57G75Z6L ||| @param deviceType 设备类型 ||| @param deviceType device type
QHBhcmFtIGRpY3RLZXkg5a2X5YW45bqP5Y+3 ||| @param dictKey 字典序号 ||| @param dictKey dict key
QHBhcmFtIGRpcmVjdG9yeSDnm67lvZU= ||| @param directory 目录 ||| @param directory directory
QHBhcmFtIGRvbWFpbiDln5/lkI0= ||| @param domain 域名 ||| @param domain domain
QHBhcmFtIGVuZFRpbWUg57uT5p2f5pe26Ze0 ||| @param endTime 结束时间 ||| @param endTime end time
QHBhcmFtIGVwb2NoQ3VycmVudCDlvZPliY3ova7mrKE= ||| @param epochCurrent 当前轮次 ||| @param epochCurrent current epoch
QHBhcmFtIGVycm9yTWVzc2FnZSDplJnor6/kv6Hmga8= ||| @param errorMessage 错误信息 ||| @param errorMessage error message
QHBhcmFtIGV4Y2x1ZGVJZCDmjpLpmaTnmoRJRO+8iOabtOaWsOaXtuS9v+eUqO+8iQ== ||| @param excludeId 排除的ID（更新时使用） ||| @param excludeId excluded ID (used when updating)
QHBhcmFtIGV4Y2x1ZGVJZCDmjpLpmaTnmoRJRO+8iOeUqOS6jue8lui+keaXtumqjOivge+8iQ== ||| @param excludeId 排除的ID（用于编辑时验证） ||| @param excludeId excluded ID (used for validation during editing)
QHBhcmFtIGZpbGUgICAgIOaWh+S7tg== ||| @param file     文件 ||| @param file     file
QHBhcmFtIGZpbGUg5paH5Lu2 ||| @param file 文件 ||| @param file file
QHBhcmFtIGZpbGVOYW1lICAgICAgIOWtmOWCqOahtuWvueixoeWQjeensA== ||| @param fileName       存储桶对象名称 ||| @param fileName       bucket object name
QHBhcmFtIGZpbGVOYW1lIOWtmOWCqOahtuWvueixoeWQjeensA== ||| @param fileName 存储桶对象名称 ||| @param fileName bucket object name
QHBhcmFtIGZpbGVOYW1lIOaWh+S7tuWQjQ== ||| @param fileName 文件名 ||| @param fileName file name
QHBhcmFtIGZpbGVOYW1lcyDlrZjlgqjmobblr7nosaHlkI3np7Dpm4blkIg= ||| @param fileNames 存储桶对象名称集合 ||| @param fileNames bucket object name collection
QHBhcmFtIGZpbGVuYW1lIOaWh+S7tuWQjQ== ||| @param filename 文件名 ||| @param filename file name
QHBhcmFtIGdwdVVzYWdlIEdQVeS9v+eUqOeOhw== ||| @param gpuUsage GPU使用率 ||| @param gpuUsage GPU usage
QHBhcmFtIGdyYW50VHlwZSDmjojmnYPnsbvlnos= ||| @param grantType 授权类型 ||| @param grantType grant type
QHBhcmFtIGhlYWx0aFN0YXR1cyDlgaXlurfnirbmgIE= ||| @param healthStatus 健康状态 ||| @param healthStatus health status
QHBhcmFtIGhvc3QgICAgIOacjeWKoeWZqOWcsOWdgA== ||| @param host     服务器地址 ||| @param host     server address
QHBhcmFtIGhvc3Qg5pyN5Yqh5Zmo5Zyw5Z2A ||| @param host 服务器地址 ||| @param host server address
QHBhcmFtIGlkICAgICDorr7lpIdJRA== ||| @param id     设备ID ||| @param id     device ID
QHBhcmFtIGlkIOS7k+W6k0lE ||| @param id 仓库ID ||| @param id repository ID
QHBhcmFtIGlkIOWuueWZqOWunuS+i0lE ||| @param id 容器实例ID ||| @param id container instance ID
QHBhcmFtIGlkIOagh+azqElE ||| @param id 标注ID ||| @param id annotation ID
QHBhcmFtIGlkIOaooeWei0lE ||| @param id 模型ID ||| @param id model ID
QHBhcmFtIGlkIOeul+azlUlE ||| @param id 算法ID ||| @param id algorithm ID
QHBhcmFtIGlkIOeul+azleiuree7g+S7u+WKoeS4u+mUrg== ||| @param id 算法训练任务主键 ||| @param id algorithm training task primary key
QHBhcmFtIGlkIOiuree7g+S7u+WKoUlE ||| @param id 训练任务ID ||| @param id training task ID
QHBhcmFtIGlkIOiuvuWkh0lE ||| @param id 设备ID ||| @param id device ID
QHBhcmFtIGlkIOi/nOeoi+acjeWKoeWZqOmFjee9ruS4u+mUrg== ||| @param id 远程服务器配置主键 ||| @param id remote server configuration primary key
QHBhcmFtIGlkcyAgICDorr7lpIdJROWIl+ihqA== ||| @param ids    设备ID列表 ||| @param ids    device ID list
QHBhcmFtIGlkcyDku5PlupNJROWIl+ihqA== ||| @param ids 仓库ID列表 ||| @param ids repository ID list
QHBhcmFtIGlkcyDku7vliqFJROWIl+ihqA== ||| @param ids 任务ID列表 ||| @param ids task ID list
QHBhcmFtIGlkcyDlrrnlmajlrp7kvotJROWIl+ihqA== ||| @param ids 容器实例ID列表 ||| @param ids container instance ID list
QHBhcmFtIGlkcyDmoIfms6hJROWIl+ihqA== ||| @param ids 标注ID列表 ||| @param ids annotation ID list
QHBhcmFtIGlkcyDmqKHlnotJROWIl+ihqA== ||| @param ids 模型ID列表 ||| @param ids model ID list
QHBhcmFtIGlkcyDnrpfms5VJROWIl+ihqA== ||| @param ids 算法ID列表 ||| @param ids algorithm ID list
QHBhcmFtIGlkcyDorr7lpIdJROWIl+ihqA== ||| @param ids 设备ID列表 ||| @param ids device ID list
QHBhcmFtIGlkcyDpnIDopoHliKDpmaTnmoTnrpfms5Xorq3nu4Pku7vliqHkuLvplK4= ||| @param ids 需要删除的算法训练任务主键 ||| @param ids primary keys of the algorithm training tasks to be deleted
QHBhcmFtIGlkcyDpnIDopoHliKDpmaTnmoTnrpfms5Xorq3nu4Pku7vliqHkuLvplK7pm4blkIg= ||| @param ids 需要删除的算法训练任务主键集合 ||| @param ids set of primary keys of the algorithm training tasks to be deleted
QHBhcmFtIGlkcyDpnIDopoHliKDpmaTnmoTov5znqIvmnI3liqHlmajphY3nva7kuLvplK4= ||| @param ids 需要删除的远程服务器配置主键 ||| @param ids primary keys of remote server configurations to be deleted
QHBhcmFtIGlkcyDpnIDopoHliKDpmaTnmoTov5znqIvmnI3liqHlmajphY3nva7kuLvplK7pm4blkIg= ||| @param ids 需要删除的远程服务器配置主键集合 ||| @param ids set of primary keys of remote server configurations to be deleted
QHBhcmFtIGltYWdlSWQg5Zu+54mHSUQ= ||| @param imageId 图片ID ||| @param imageId image ID
QHBhcmFtIGltYWdlSWQg5Zu+54mHaWQ= ||| @param imageId 图片id ||| @param imageId image ID
QHBhcmFtIGltYWdlSW5zdGFuY2VzIOagh+azqOaVsOaNrg== ||| @param imageInstances 标注数据 ||| @param imageInstances annotation data
QHBhcmFtIGltYWdlTmFtZSAgICDlm77niYflkI3np7A= ||| @param imageName    图片名称 ||| @param imageName    image name
QHBhcmFtIGltYWdlTmFtZSDlm77niYflkI3np7A= ||| @param imageName 图片名称 ||| @param imageName image name
QHBhcmFtIGluY3JlbWVudCDlop7liqDnmoTmrKHmlbA= ||| @param increment 增加的次数 ||| @param increment increased count
QHBhcmFtIGluc3RhbmNlSWQg5a6e5L6LSUQ= ||| @param instanceId 实例ID ||| @param instanceId instance ID
QHBhcmFtIGluc3RhbmNlSWRzIOWunuS+i0lE5YiX6KGo ||| @param instanceIds 实例ID列表 ||| @param instanceIds instance ID list
QHBhcmFtIGluc3RhbmNlTmFtZSDlrp7kvovlkI3np7A= ||| @param instanceName 实例名称 ||| @param instanceName instance name
QHBhcmFtIGluc3RhbmNlU3RhdHVzIOWunuS+i+eKtuaAgQ== ||| @param instanceStatus 实例状态 ||| @param instanceStatus instance status
QHBhcmFtIGlwQWRkcmVzcyBJUOWcsOWdgA== ||| @param ipAddress IP地址 ||| @param ipAddress IP address
QHBhcmFtIGlzQWN0aXZlIOaYr+WQpuWQr+eUqA== ||| @param isActive 是否启用 ||| @param isActive whether enabled
QHBhcmFtIGtleXdvcmQgICAgICDmkJzntKLlhbPplK7or43vvIjlj6/pgInvvIk= ||| @param keyword      搜索关键词（可选） ||| @param keyword      search keyword (optional)
QHBhcmFtIGtleXdvcmQg5pCc57Si5YWz6ZSu5a2X ||| @param keyword 搜索关键字 ||| @param keyword search keyword
QHBhcmFtIGtleXdvcmQg5pCc57Si5YWz6ZSu6K+N ||| @param keyword 搜索关键词 ||| @param keyword search keyword
QHBhcmFtIGxhYmVsSWQgICAgIOagh+etvklE ||| @param labelId     标签ID ||| @param labelId     label ID
QHBhcmFtIGxhYmVsSWQg5qCH562+SUQ= ||| @param labelId 标签ID ||| @param labelId label ID
QHBhcmFtIGxhYmVsSWRzIOagh+etvklE5YiX6KGo77yI5oyJ5o6S5bqP6aG65bqP77yJ ||| @param labelIds 标签ID列表（按排序顺序） ||| @param labelIds label ID list (in sort order)
QHBhcmFtIGxldmVsIOagh+etvuWxgue6pw== ||| @param level 标签层级 ||| @param level label level
QHBhcmFtIGxldmVsIOagh+etvuWxgue6p++8iDEvMu+8iQ== ||| @param level 标签层级（1/2） ||| @param level label level (1/2)
QHBhcmFtIGxpbWl0IOmZkOWItuaVsOmHjw== ||| @param limit 限制数量 ||| @param limit limit quantity
QHBhcmFtIG1lbW9yeVVzYWdlIOWGheWtmOS9v+eUqOeOhw== ||| @param memoryUsage 内存使用率 ||| @param memoryUsage memory usage
QHBhcmFtIG1lbnVJZHMgICAgICDoj5zljZVpZOmbhuWQiA== ||| @param menuIds      菜单id集合 ||| @param menuIds      menu ID set
QHBhcmFtIG1lbnVJZHMgICAg6I+c5Y2VaWTpm4blkIg= ||| @param menuIds    菜单id集合 ||| @param menuIds    menu ID set
QHBhcmFtIG1vZGVsTmFtZSDmqKHlnovlkI3np7A= ||| @param modelName 模型名称 ||| @param modelName model name
